"COD_CLIENTE";"CAT_EDAD";"ESTADO_CIVIL";"NIVEL_ESTUDIOS";"RANGO_INGRESOS";"CAMP_DEPOSITOS";"SEXO"
"CLI0009882186";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0042300329";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042582597";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0045832460";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"HOMBRE"
"CLI0009873239";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0010641719";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0029635311";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0016645312";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0023819867";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0021093751";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0072868577";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0009431549";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0040517714";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0033264836";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0016539110";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043148137";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0048184220";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0022469098";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0071522782";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0032804408";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0001344005";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0020004704";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0008034489";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0047314055";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"HOMBRE"
"CLI0008791308";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0041027536";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0022248066";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0016724026";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0010077855";"4_PLUS40";"SOLTERO";"PRIMARIA";">=2000";1;"HOMBRE"
"CLI0070584260";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0040230922";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0474692183";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"HOMBRE"
"CLI0025434381";"4_PLUS40";"CASADO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0072469531";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0032118929";"4_PLUS40";"CASADO";"PRIMARIA";"<600";1;"MUJER"
"CLI0048340112";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0048337562";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0040580942";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0007393552";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0040432580";"3_30_40";"SOLTERO";"UNIVERSIDAD";"<600";0;"MUJER"
"CLI0070935589";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0048097089";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0080393279";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"HOMBRE"
"CLI0040363521";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0025560292";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0073305941";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0044611132";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0009970517";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0046131081";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0021402399";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0043304123";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0073873607";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0040278837";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0070145178";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0044818793";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0017864985";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0004065326";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0047305704";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043454007";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0025616064";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0001869463";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0007256604";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";1;"HOMBRE"
"CLI0016725442";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0047073573";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0003602508";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"R_10100248188";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0047931609";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0007367752";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0010402175";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0009711108";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0047168099";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0047373537";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0041765542";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0044057574";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0008492595";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042552312";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0008467158";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0021468061";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"<600";1;"MUJER"
"CLI0020644802";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0010627445";"3_30_40";"CASADO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0043238662";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0010143501";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"MUJER"
"R_10415273440";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0041449463";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0042316923";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0041526905";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042455673";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0019557555";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0043360795";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0030422696";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0002879456";"3_30_40";"SOLTERO";"UNIVERSIDAD";"<600";0;"MUJER"
"CLI0021066277";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"R_10459218241";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0041908581";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0046107302";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0045168191";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0042761626";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0003367115";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0007764093";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0007764093";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0041115796";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";1;"HOMBRE"
"CLI0029647370";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0080277027";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0004625818";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0009554639";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0007618333";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0074151740";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"HOMBRE"
"CLI0080262860";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0070767704";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0016765398";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0042677020";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0041104937";"3_30_40";"CASADO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0015966337";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0046616335";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0044839981";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"HOMBRE"
"CLI0076621287";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"R_10411021331";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0031032130";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0042119312";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0080563671";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0041356778";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0045507058";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0042153520";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0045586031";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0025844392";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0040527418";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0042300080";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0023920143";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0046481691";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0073051801";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"R_10409083965";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0005845187";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0002363906";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0043375174";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0041888170";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0046668475";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"HOMBRE"
"CLI0016729346";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0047199030";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0031033947";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0015968109";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0020048603";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0072872320";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0047767227";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0045666481";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0042681130";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0017533412";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0080526128";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0042751465";"2_MINUS30";"SOLTERO";"PRIMARIA";">=2000";0;"MUJER"
"CLI0044907528";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0032849667";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0044737578";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0021874481";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043107170";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0002448636";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0003864798";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0006255880";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0080002383";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0070848445";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0040300665";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0000521712";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0045890278";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0073064312";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0042761508";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0043232752";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0023842695";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0010467761";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0006564179";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0040378301";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0045089773";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0070993175";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"HOMBRE"
"CLI0018078764";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0070086359";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0028207770";"4_PLUS40";"CASADO";"PRIMARIA";"<600";1;"MUJER"
"CLI0072321170";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"HOMBRE"
"CLI0042544119";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0002417866";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0041187966";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0045059497";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0023257702";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0002843129";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0015756631";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0010136517";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0002603620";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0041873844";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0044896058";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0009224312";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0045276436";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0032794282";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0070414534";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"MUJER"
"CLI0023802926";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0000216258";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0000069038";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0009032390";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0023210273";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0008231316";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0040846404";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0040846813";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0043563648";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0001159482";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0017975292";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0020016524";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0010750828";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0032848394";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"HOMBRE"
"CLI0043135858";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0031670162";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0041417193";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0070980224";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"HOMBRE"
"CLI0008905823";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0070809311";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"R_10328181687";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0001342408";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0004815496";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0046626897";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0040673717";"3_30_40";"CASADO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0040866021";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0071031407";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0017454320";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0045787679";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0048299496";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"HOMBRE"
"CLI0010474756";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0009079582";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0041394801";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0044397210";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0044829408";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0044823055";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0072077346";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0070080912";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0009888734";"3_30_40";"CASADO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0001123580";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0041699047";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0020578129";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0070279510";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0042779344";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0010475444";"3_30_40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0008008355";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0007876452";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0044657566";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0000446637";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0020023921";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0047864268";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0042479823";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";1;"HOMBRE"
"CLI0040456190";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0016739492";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0032944696";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0043500713";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0041647989";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0045906651";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0045887034";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0040105896";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0009731655";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0019229212";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0009719408";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0044894235";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0071857553";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0000811386";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0010361804";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0010362191";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0032939050";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0019875368";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0024714428";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0010364736";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0010361334";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0001776943";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
